"MSOA11CD","MSOA11NM","Year","Rent","budget_proportion","average_owned","average_rented","average_social","Houseprice","Occupation"
"E02000061","Barnet 038",2001,70.7123315730696,5.01394274747044,0.59834774931806,0.337139456930492,0.0429964931470488,190397.483253589,312.820562536127
"E02000062","Barnet 039",2001,55.9486062864422,3.96710308485743,0.472782182497471,0.173411761139402,0.333843191310252,190397.483253589,247.508095155253
"E02000063","Barnet 040",2001,61.5169928111654,4.36193621522731,0.686141389549485,0.216961767864394,0.0796805873957944,190397.483253589,272.141787275594
"E02000064","Barnet 041",2001,55.1367337661973,3.90953628930429,0.483044402398354,0.210763857134325,0.2803646889924,190397.483253589,243.916495036281
"E02000065","Bexley 001",2001,78.4783854963642,1.68522006750087,0.656223057865571,0.108059973271724,0.225224261132452,112012.068493151,148.365453001547
"E02000066","Bexley 002",2001,98.6968581490278,2.11938516446333,0.448057205541101,0.0795681623988767,0.458250882501511,112012.068493151,186.589007616478
"E02000067","Bexley 003",2001,89.5755117523071,1.92351625236533,0.691880550458197,0.114390139806432,0.183271554548463,112012.068493151,169.344862218046
"E02000068","Bexley 004",2001,75.6324435229766,1.62410720828287,0.658145401026452,0.1149583766307,0.210799028444468,112012.068493151,142.985124807648
"E02000069","Bexley 005",2001,63.4092251192903,1.36162967624581,0.774229592312646,0.0862820343965035,0.123116916044784,112012.068493151,119.876808751837
"E02000070","Bexley 006",2001,80.6179605770764,1.7311646271288,0.884045373073538,0.0491638793072099,0.0607063352725772,112012.068493151,152.410375996241
"E02000071","Bexley 007",2001,74.731569804782,1.60476213054479,0.826882182363679,0.0636321898035998,0.100379849162599,112012.068493151,141.281999336198
"E02000072","Bexley 008",2001,120.12332056018,2.57949025202912,0.467681813995479,0.0868774567958718,0.424306260749859,112012.068493151,227.096298659034
"E02000073","Bexley 009",2001,109.783747203628,2.35746151889895,0.9258482426654,0.0302810984286818,0.0366669555246791,112012.068493151,207.549063134437
"E02000074","Bexley 010",2001,78.3657762815898,1.68280193278361,0.587208761355438,0.0498342955913264,0.34821443287358,112012.068493151,148.152562317616
"E02000075","Bexley 011",2001,81.3652762751242,1.74721224843425,0.895881655363993,0.035062326989346,0.0608129950845889,112012.068493151,153.823195989603
"E02000077","Bexley 013",2001,80.0856261072341,1.71973344482903,0.864515963091926,0.0416059729813436,0.0890915138409799,112012.068493151,151.403983672203
"E02000078","Bexley 014",2001,78.4681482950211,1.68500023707203,0.91278849710787,0.0501642955972224,0.0316580141758859,112012.068493151,148.346099303008
"E02000079","Bexley 015",2001,80.5155885636452,1.72896632284038,0.848113214753719,0.0980206333102,0.0415248494499229,112012.068493151,152.216839010849
"E02000080","Bexley 016",2001,96.5368086656293,2.07300094397772,0.880524147573019,0.0680106652843578,0.0435781982358733,112012.068493151,182.505377224705
"E02000081","Bexley 017",2001,76.9120936908667,1.65158601188808,0.805529091830671,0.0503282559166696,0.131926947085716,112012.068493151,145.404337125049
"E02000082","Bexley 018",2001,90.8653991215404,1.95121488639939,0.937348654347773,0.0399349405206151,0.0127992781165483,112012.068493151,171.783428233986
"E02000083","Bexley 019",2001,100.027694323633,2.14796312021276,0.737325781927574,0.0549263120727208,0.198508348056643,112012.068493151,189.104988426574
"E02000084","Bexley 020",2001,108.934059492149,2.33921559330509,0.904222886903534,0.0487586286886513,0.0401421182358403,112012.068493151,205.942706155683
"E02000085","Bexley 021",2001,80.8022302012526,1.73512157484795,0.894949234227439,0.0615848428102923,0.0358921983917424,112012.068493151,152.758742569947
"E02000086","Bexley 022",2001,75.0182114423893,1.61091738255236,0.93882480108329,0.0467703218676356,0.0067204106727188,112012.068493151,141.823902895296
"E02000087","Bexley 023",2001,77.5877489795127,1.66609482019164,0.901743922614878,0.0509912788449648,0.0392427939541649,112012.068493151,146.681681228637
"E02000088","Bexley 024",2001,79.2052267917257,1.70082802794864,0.930189211218831,0.0279738293155658,0.0378654148353398,112012.068493151,149.739565597831
"E02000089","Bexley 025",2001,79.6761380535093,1.71094022767536,0.9191397142327,0.0236085844944859,0.0532862522027929,112012.068493151,150.629835730634
"E02000090","Bexley 026",2001,89.3298189200722,1.91824032207313,0.78982539080821,0.104569289278851,0.0932429436791741,112012.068493151,168.880373453105
"E02000091","Bexley 027",2001,99.1165834040957,2.12839821204585,0.773774157358845,0.0597663509091939,0.155206612673862,112012.068493151,187.382509256585
"E02000092","Bexley 028",2001,65.7842558308944,1.4126303357371,0.620751675242679,0.0772026750852619,0.286465513178684,112012.068493151,124.366866812933
"E02000093","Brent 001",2001,120.749317995598,14.4423597834295,0.766582967883383,0.127376321664093,0.0897092845177929,145815.177514793,692.568851115788
"E02000094","Brent 002",2001,97.0388252494256,11.6064392783124,0.741154065573135,0.153415048817183,0.0894421647400014,145815.177514793,556.575132946677
"E02000095","Brent 003",2001,110.075712931575,13.1657310862266,0.671533962333017,0.171743307838096,0.145891106541975,145815.177514793,631.349404752342
"E02000096","Brent 004",2001,84.3015086033771,10.0829780055589,0.82077539446322,0.119072167078553,0.0450863064634389,145815.177514793,483.519078450589
"E02000097","Brent 005",2001,99.3910126439921,11.8877753321659,0.736156926824095,0.139568776131265,0.105522018186664,145815.177514793,570.066320710763
"E02000098","Brent 006",2001,88.1404559548865,10.5421396783574,0.624528022126541,0.155764946355911,0.195843128457347,145815.177514793,505.537715084427
"E02000099","Brent 007",2001,96.6061115306139,11.5546840608582,0.68930373551605,0.168625517257595,0.120780248197109,145815.177514793,554.09326349951
"E02000100","Brent 008",2001,93.0667352152049,11.1313529232203,0.815945771205268,0.102174321412987,0.0709416589961317,145815.177514793,533.792844175249
"E02000101","Brent 009",2001,103.540626255161,12.3840945969828,0.593245768175219,0.149922061276686,0.233825578102712,145815.177514793,593.86681233231
"E02000102","Brent 010",2001,86.3985058560802,10.3337917516829,0.541183444922685,0.199503327753866,0.234741401641958,145815.177514793,495.546599617628
"E02000103","Brent 011",2001,96.7836351075623,11.575916970583,0.625705277147228,0.1322154106397,0.224659520160589,145815.177514793,555.11146634963
"E02000104","Brent 012",2001,75.0813778256189,8.98019375672766,0.732594451984099,0.141063743990626,0.111526101173714,145815.177514793,430.636167922497
"E02000105","Brent 013",2001,102.098247192455,12.2115772054689,0.626737602252071,0.207101957768349,0.142523197346591,145815.177514793,585.593914175088
"E02000106","Brent 014",2001,113.35989910512,13.5585399161351,0.597089367708205,0.212558468085342,0.163428328954651,145815.177514793,650.186157479556
"E02000107","Brent 015",2001,118.630130295776,14.1888919235898,0.484399512059688,0.322363891450819,0.176260888173732,145815.177514793,680.414054592484
"E02000108","Brent 016",2001,73.0509519142715,8.7373423517504,0.667677059166637,0.154273471552282,0.160238460978362,145815.177514793,418.990472824253
"E02000109","Brent 017",2001,109.443285188696,13.090088845332,0.755044008000243,0.141539525964,0.0843510948503532,145815.177514793,627.72205709879
"E02000110","Brent 018",2001,89.7270729238629,10.7319088090227,0.56499828955371,0.220135680093661,0.196959393893021,145815.177514793,514.637903057372
"E02000111","Brent 019",2001,108.533476856835,12.9812701829925,0.638691224929133,0.175804524164336,0.159400571747726,145815.177514793,622.503767491927
"E02000112","Brent 020",2001,104.650148611089,12.5168002827627,0.725253234035994,0.17871228312017,0.0740331442504608,145815.177514793,600.230580145559
"E02000113","Brent 021",2001,107.124383464807,12.812733962052,0.320341873112912,0.0735832805323426,0.583619513412773,145815.177514793,614.421782369102
"E02000114","Brent 022",2001,99.9679642690744,11.9567822887714,0.426688484590137,0.311204043935747,0.23946745219487,145815.177514793,573.375479973652
"E02000115","Brent 023",2001,92.5341644843597,11.0676541940459,0.407202040742459,0.29206615642786,0.278909054246229,145815.177514793,530.73823562489
"E02000116","Brent 024",2001,90.4593576787751,10.8194945616375,0.365518220400943,0.279609611082309,0.336992898230971,145815.177514793,518.837989814116
"E02000117","Brent 025",2001,133.286920617579,15.9419340327426,0.331145292605034,0.142270326034992,0.502217289711965,145815.177514793,764.479427405491
"E02000118","Brent 026",2001,104.572482046174,12.5075108847581,0.673385251095098,0.130605352817802,0.176360526266855,145815.177514793,599.785116398631
"E02000119","Brent 027",2001,80.4181803576306,9.61850810532911,0.255537882608527,0.0777809028720694,0.646016797920627,145815.177514793,461.245891104221
"E02000120","Brent 028",2001,102.231389875167,12.2275018877625,0.404151150038364,0.271357783881413,0.304306158988049,145815.177514793,586.357566312678
"E02000121","Brent 029",2001,99.1136320550102,11.8545989107209,0.651692897528231,0.204982530007624,0.120496459310469,145815.177514793,568.475378757451
"E02000122","Brent 030",2001,89.6383111353887,10.7212923541603,0.621987515236511,0.17846678692187,0.183787136495655,145815.177514793,514.128801632312
"E02000123","Brent 031",2001,163.31059556898,19.5329498899475,0.390849801857231,0.190176995947235,0.398068476790643,145815.177514793,936.682984431984
"E02000124","Brent 032",2001,113.415375222917,13.5651752004241,0.530888070799319,0.212274717150607,0.24314729548195,145815.177514793,650.504345870218
"E02000125","Brent 033",2001,119.994842793567,14.3521199170991,0.612156417948058,0.182682262044581,0.189672287062153,145815.177514793,688.241489002779
"E02000126","Brent 034",2001,86.2653631733689,10.3178670693893,0.180191901730141,0.106063807588266,0.687778625508903,145815.177514793,494.782947480038
"E02000127","Bromley 001",2001,74.2213147075555,8.96578127424109,0.588484764207573,0.0498912322307917,0.34420657446326,160349.030456853,148.853903785489
"E02000128","Bromley 002",2001,63.8182564513627,7.70911335781145,0.779640256603482,0.0783258803320558,0.130789098003795,160349.030456853,127.990141955836
"E02000130","Bromley 004",2001,69.2428957439106,8.36439856234163,0.661858539350873,0.129317120634014,0.194313546912884,160349.030456853,138.869479495268
"E02000131","Bromley 005",2001,78.3422906862492,9.46358664735998,0.495396894761438,0.207424054456079,0.2868326519947,160349.030456853,157.118690851735
"E02000132","Bromley 006",2001,74.9562658375136,9.05456185033873,0.639346439544804,0.212989657732779,0.127887306878586,160349.030456853,150.327878548896
"E02000133","Bromley 007",2001,84.0469113616383,10.1526930237369,0.886744988082195,0.0724182521599436,0.030437016928637,160349.030456853,168.559542586751
"E02000134","Bromley 008",2001,94.2574824171278,11.3861088845219,0.632495126098154,0.16651315743882,0.185005157784281,160349.030456853,189.03726340694
"E02000135","Bromley 009",2001,85.1668368930031,10.2879777111238,0.338144177538666,0.141410065657888,0.502184513230137,160349.030456853,170.805599369085
"E02000136","Bromley 010",2001,50.1166675285722,6.05398976056265,0.782852865227669,0.0362877340391452,0.167404888393548,160349.030456853,100.511041009464
"E02000137","Bromley 011",2001,68.4729469410974,8.27139033976315,0.782523877405999,0.11150973071243,0.0992333911360929,160349.030456853,137.325315457413
"E02000138","Bromley 012",2001,69.4353829446139,8.38765061798624,0.801910752788711,0.149104044812725,0.0363919874653811,160349.030456853,139.255520504732
"E02000139","Bromley 013",2001,63.7307622692248,7.69854424160935,0.732071559477452,0.126321091260985,0.130467278215251,160349.030456853,127.814668769716
"E02000140","Bromley 014",2001,70.3540718570616,8.49862633810829,0.553674580015182,0.0262330192774466,0.402285827123118,160349.030456853,141.097988958991
"E02000141","Bromley 015",2001,60.7209624036821,7.33496664425712,0.697802523835225,0.133492965601942,0.156519948254235,160349.030456853,121.778391167192
"E02000142","Bromley 016",2001,72.4889299012256,8.75651277343952,0.824054578193927,0.0939563882668484,0.0713676969611513,160349.030456853,145.379534700315
"E02000144","Bromley 018",2001,75.9536995138853,9.17504977504266,0.803248300088569,0.134345620386952,0.0527331761813614,160349.030456853,152.328272870662
"E02000145","Bromley 019",2001,70.747795676682,8.54618736101774,0.598473033981492,0.0550243996103555,0.33348085496984,160349.030456853,141.88761829653
"E02000146","Bromley 020",2001,72.8301572115633,8.79773232662771,0.794369979105586,0.110310643443711,0.0853974718811937,160349.030456853,146.063880126183
"E02000147","Bromley 021",2001,69.7241137456689,8.42252870145317,0.899487264811875,0.0542372529428268,0.0384138422335409,160349.030456853,139.834582018927
"E02000148","Bromley 022",2001,57.6149189377877,6.95976301908259,0.87790236383717,0.0520901216115746,0.0586156760359564,160349.030456853,115.549093059937
"E02000149","Bromley 023",2001,67.4405155918705,8.14667476857837,0.736406268724236,0.0448859972276637,0.209186764361187,160349.030456853,135.254731861199
"E02000150","Bromley 024",2001,73.0663915033356,8.82626894037338,0.839675942327682,0.0424268995233243,0.105710282978661,160349.030456853,146.537657728707
"E02000151","Bromley 025",2001,66.268093551223,8.00504861147024,0.937321473545723,0.0350953131119815,0.019543079136277,160349.030456853,132.903391167192
"E02000152","Bromley 026",2001,57.5011765010084,6.94602316801986,0.645928614323083,0.0442071576712565,0.301324962338769,160349.030456853,115.320977917981
"E02000153","Bromley 027",2001,67.8517382479185,8.19634961472824,0.930073884192672,0.0232808502986031,0.041477298075688,160349.030456853,136.079455835962
"E02000154","Bromley 028",2001,69.6366195635311,8.41195958525107,0.851307310203703,0.0772427806954963,0.0638854158973695,160349.030456853,139.659108832808
"E02000155","Bromley 029",2001,60.4147327661995,7.29797473754977,0.867324183715689,0.0339276412130015,0.0927611715964261,160349.030456853,121.164235015773
"E02000156","Bromley 030",2001,105.81546387754,12.7822891348193,0.887027429571219,0.0525555786688559,0.0480621757206416,160349.030456853,212.217271293375
"E02000157","Bromley 031",2001,69.6803666546,8.41724414335212,0.941227360533432,0.0297458455470365,0.0193540596584116,160349.030456853,139.746845425868
"E02000158","Bromley 032",2001,64.4307157263278,7.78309717122615,0.716814661310427,0.0275363891500858,0.242182659734701,160349.030456853,129.218454258675
"E02000159","Bromley 033",2001,59.6010368723173,7.19968195687025,0.929415335164689,0.0457448856885822,0.0175593842799829,160349.030456853,119.532334384858
"E02000160","Bromley 034",2001,68.735429487511,8.30309768836945,0.901457102510682,0.0584570601145874,0.0269384882042751,160349.030456853,137.851735015773
"E02000161","Bromley 035",2001,73.582607177949,8.88862672596576,0.92487044120292,0.0404648698516396,0.0283139973078021,160349.030456853,147.572949526814
"E02000162","Bromley 036",2001,58.5598561048767,7.07390947406526,0.772696442089213,0.0491569474987801,0.168977099716956,160349.030456853,117.444203470032
"E02000163","Bromley 037",2001,66.9330493354709,8.0853738946062,0.877599097538978,0.0489768288681101,0.0642079622592047,160349.030456853,134.236987381703
"E02000165","Bromley 039",2001,61.6396513161297,7.44594236437917,0.926683719297636,0.0282815008698175,0.0397031097668139,160349.030456853,123.620859621451
"E02000166","Camden 001",2001,171.435285788198,8.37936261561782,0.444573191385348,0.127623422139376,0.406251430077558,249395.024793388,438.675816245949
"E02000167","Camden 002",2001,171.867984641778,8.40051194074558,0.542896381411695,0.33168107411873,0.0992731888622438,249395.024793388,439.783024262724
"E02000168","Camden 003",2001,176.800751572584,8.64161424720203,0.453860228660631,0.208533284178229,0.319411518772331,249395.024793388,452.40519565395
"E02000169","Camden 004",2001,165.226057239332,8.07586980003449,0.554016198944188,0.326965522029276,0.0848909089190918,249395.024793388,422.787381205239
"E02000170","Camden 005",2001,180.392152057294,8.81715364576242,0.504060060456816,0.335190924682119,0.139691180913682,249395.024793388,461.595022193176
"E02000171","Camden 006",2001,169.141981864227,8.26727119244071,0.443252879852822,0.24318947933544,0.29631056546062,249395.024793388,432.807613757046
"E02000172","Camden 007",2001,219.52976336356,10.7301101035682,0.230942992693866,0.104458408553178,0.642902719620717,249395.024793388,561.741987310405
"E02000173","Camden 008",2001,166.048185061133,8.11605351777723,0.432225364621238,0.364827409080087,0.174967601821173,249395.024793388,424.89107643711
"E02000174","Camden 009",2001,188.526890504588,9.21476095816428,0.329655043764067,0.185391277429539,0.4647830545188,249395.024793388,482.410532908531
"E02000175","Camden 010",2001,191.425972823571,9.35646143652025,0.396037644795539,0.360042558876303,0.228497884932018,249395.024793388,489.828826620919
"E02000176","Camden 011",2001,137.879489693108,6.73923245196017,0.449470564699187,0.369205528668366,0.15856136252137,249395.024793388,352.811834545108
"E02000177","Camden 012",2001,193.589467091469,9.46220806215905,0.291609397473272,0.164711776785345,0.522189178946145,249395.024793388,495.36486670479
"E02000178","Camden 013",2001,191.620687307682,9.36597863282775,0.310627335429272,0.269505395221012,0.4012765965207,249395.024793388,490.327070228467
"E02000179","Camden 014",2001,136.927552215233,6.6927039366791,0.396477996814183,0.273296137171482,0.307962141300498,249395.024793388,350.375976908205
"E02000180","Camden 015",2001,177.449799852953,8.67333823489366,0.266109941325955,0.183651472375551,0.52920253229873,249395.024793388,454.066007679111
"E02000181","Camden 016",2001,166.76213816954,8.15094990423803,0.461142872194278,0.333783696765247,0.187989353201576,249395.024793388,426.717969664788
"E02000182","Camden 017",2001,144.889211121096,7.08185151902985,0.417116594414871,0.328734201545938,0.21649741734922,249395.024793388,370.74860441685
"E02000183","Camden 018",2001,171.197301418729,8.36773048679756,0.382868647565078,0.238148026561165,0.358229658085841,249395.024793388,438.066851836724
"E02000184","Camden 019",2001,192.161560874656,9.39241528923744,0.264232406876964,0.166766733562181,0.545405524086866,249395.024793388,491.711080249435
"E02000185","Camden 020",2001,179.353674808703,8.7663952654558,0.250669851152941,0.215024465280548,0.50726269674702,249395.024793388,458.937722952918
"E02000186","Camden 021",2001,144.672861694306,7.07127685646597,0.308226327039837,0.331970777786007,0.328823037180007,249395.024793388,370.195000408463
"E02000187","Camden 022",2001,176.432957547041,8.62363732084343,0.110682984214041,0.0880850684982248,0.768797045111277,249395.024793388,451.464068839692
"E02000188","Camden 023",2001,180.04599297443,8.80023418566021,0.14534168021342,0.187291960480324,0.641590565106288,249395.024793388,460.709255779757
"E02000189","Camden 024",2001,128.598099283828,6.28557942796976,0.128022356912133,0.150635139549232,0.681686204768991,249395.024793388,329.062222585301
"E02000190","Camden 025",2001,162.911118372682,7.96272091060099,0.237063732481058,0.290258794491623,0.442678589294966,249395.024793388,416.863818315497
"E02000191","Camden 026",2001,162.197165264276,7.92782452414018,0.279883329106127,0.436317137094339,0.242969250093602,249395.024793388,415.03692508782
"E02000192","Camden 027",2001,154.841284753424,7.56828599696829,0.20348901180993,0.191732809509909,0.579208308646218,249395.024793388,396.214388802658
"E02000193","Camden 028",2001,165.074612640579,8.06846753623978,0.30487237678522,0.284725982217699,0.374061510922603,249395.024793388,422.399858399368
"E02000194","Croydon 001",2001,60.4257825184794,7.70578295879222,0.574068517619468,0.146050760831473,0.260164603510983,133008.658986175,342.14154957097
"E02000195","Croydon 002",2001,63.5943838096968,8.10985805414747,0.815507070415782,0.0902668541937958,0.0814670021626637,133008.658986175,360.082734783063
"E02000196","Croydon 003",2001,51.4411301729879,6.56001739235727,0.701175263246519,0.109020219569465,0.172800584068353,133008.658986175,291.268846765627
"E02000197","Croydon 004",2001,63.1913599612525,8.05846253763299,0.682536616231224,0.144690138900868,0.16230099037,133008.658986175,357.800741927139
"E02000198","Croydon 005",2001,56.0759044300976,7.15106583227383,0.624414463679418,0.169147621740839,0.193139261401172,133008.658986175,317.511764608755
"E02000199","Croydon 006",2001,58.5774317652692,7.47007248650166,0.734624496683113,0.141408908757871,0.114189506472598,133008.658986175,331.675858197249
"E02000200","Croydon 007",2001,57.6324103275377,7.34955886157115,0.697145726284599,0.190392379841624,0.102834844297888,133008.658986175,326.324978397151
"E02000201","Croydon 008",2001,57.5420773959898,7.33803917683514,0.52448924136321,0.207884262236715,0.25008963122681,133008.658986175,325.813497239789
